caldt,spindx,sprtrn
2005-11-09,1220.65,0.001690
2005-11-10,1230.96,0.008446
2005-11-11,1234.72,0.003055
2005-11-14,1233.76,-0.000778
2005-11-15,1229.01,-0.003850
2005-11-16,1231.21,0.001790
2005-11-17,1242.80,0.009414
2005-11-18,1248.27,0.004401
2005-11-21,1254.85,0.005271
2005-11-22,1261.23,0.005084
2005-11-23,1265.61,0.003473
2005-11-25,1268.25,0.002086
2005-11-28,1257.46,-0.008508
2005-11-29,1257.48,0.000016
2005-11-30,1249.48,-0.006362
2005-12-01,1264.67,0.012157
2005-12-02,1265.08,0.000324
2005-12-05,1262.09,-0.002363
2005-12-06,1263.70,0.001276
2005-12-07,1257.37,-0.005009
2005-12-08,1255.84,-0.001217
2005-12-09,1259.37,0.002811
2005-12-12,1260.43,0.000842
2005-12-13,1267.43,0.005554
2005-12-14,1272.74,0.004190
2005-12-15,1270.94,-0.001414
2005-12-16,1267.32,-0.002848
2005-12-19,1259.92,-0.005839
2005-12-20,1259.62,-0.000238
2005-12-21,1262.79,0.002517
2005-12-22,1268.12,0.004221
2005-12-23,1268.66,0.000426
2005-12-27,1256.54,-0.009553
2005-12-28,1258.17,0.001297
2005-12-29,1254.42,-0.002981
2005-12-30,1248.29,-0.004887
2006-01-03,1268.80,0.016430
2006-01-04,1273.46,0.003673
2006-01-05,1273.48,0.000016
2006-01-06,1285.45,0.009399
2006-01-09,1290.15,0.003656
2006-01-10,1289.69,-0.000357
2006-01-11,1294.18,0.003481
2006-01-12,1286.06,-0.006274
2006-01-13,1287.61,0.001205
2006-01-17,1282.93,-0.003635
2006-01-18,1277.93,-0.003897
2006-01-19,1285.04,0.005564
2006-01-20,1261.49,-0.018326
2006-01-23,1263.82,0.001847
2006-01-24,1266.86,0.002405
2006-01-25,1264.68,-0.001721
2006-01-26,1273.83,0.007235
2006-01-27,1283.72,0.007764
2006-01-30,1285.20,0.001153
2006-01-31,1280.08,-0.003984
2006-02-01,1282.46,0.001859
2006-02-02,1270.84,-0.009061
2006-02-03,1264.03,-0.005359
2006-02-06,1265.02,0.000783
2006-02-07,1254.78,-0.008095
2006-02-08,1265.65,0.008663
2006-02-09,1263.78,-0.001478
2006-02-10,1266.99,0.002540
2006-02-13,1262.86,-0.003260
2006-02-14,1275.53,0.010033
2006-02-15,1280.00,0.003504
2006-02-16,1289.38,0.007328
2006-02-17,1287.24,-0.001660
2006-02-21,1283.03,-0.003271
2006-02-22,1292.67,0.007513
2006-02-23,1287.79,-0.003775
2006-02-24,1289.43,0.001274
2006-02-27,1294.12,0.003637
2006-02-28,1280.66,-0.010401
2006-03-01,1291.24,0.008261
2006-03-02,1289.14,-0.001626
2006-03-03,1287.23,-0.001482
2006-03-06,1278.26,-0.006968
2006-03-07,1275.88,-0.001862
2006-03-08,1278.47,0.002030
2006-03-09,1272.23,-0.004881
2006-03-10,1281.58,0.007349
2006-03-13,1284.13,0.001990
2006-03-14,1297.48,0.010396
2006-03-15,1303.02,0.004270
2006-03-16,1305.33,0.001773
2006-03-17,1307.25,0.001471
2006-03-20,1305.08,-0.001660
2006-03-21,1297.23,-0.006015
2006-03-22,1305.04,0.006021
2006-03-23,1301.67,-0.002582
2006-03-24,1302.95,0.000983
2006-03-27,1301.61,-0.001028
2006-03-28,1293.23,-0.006438
2006-03-29,1302.89,0.007470
2006-03-30,1300.25,-0.002026
2006-03-31,1294.83,-0.004168
2006-04-03,1297.81,0.002301
2006-04-04,1305.93,0.006257
2006-04-05,1311.56,0.004311
2006-04-06,1309.04,-0.001921
2006-04-07,1295.50,-0.010343
2006-04-10,1296.60,0.000849
2006-04-11,1286.57,-0.007736
2006-04-12,1288.12,0.001205
2006-04-13,1289.12,0.000776
2006-04-17,1285.33,-0.002940
2006-04-18,1307.65,0.017365
2006-04-19,1309.93,0.001744
2006-04-20,1311.46,0.001168
2006-04-21,1311.28,-0.000137
2006-04-24,1308.11,-0.002417
2006-04-25,1301.74,-0.004870
2006-04-26,1305.41,0.002819
2006-04-27,1309.72,0.003302
2006-04-28,1310.61,0.000680
2006-05-01,1305.19,-0.004135
2006-05-02,1313.21,0.006145
2006-05-03,1307.85,-0.004082
2006-05-04,1312.25,0.003364
2006-05-05,1325.76,0.010295
2006-05-08,1324.66,-0.000830
2006-05-09,1325.14,0.000362
2006-05-10,1322.85,-0.001728
2006-05-11,1305.92,-0.012798
2006-05-12,1291.24,-0.011241
2006-05-15,1294.50,0.002525
2006-05-16,1292.08,-0.001869
2006-05-17,1270.32,-0.016841
2006-05-18,1261.81,-0.006699
2006-05-19,1267.03,0.004137
2006-05-22,1262.07,-0.003915
2006-05-23,1256.58,-0.004350
2006-05-24,1258.57,0.001584
2006-05-25,1272.88,0.011370
2006-05-26,1280.16,0.005719
2006-05-30,1259.84,-0.015873
2006-05-31,1270.09,0.008136
2006-06-01,1285.71,0.012298
2006-06-02,1288.22,0.001952
2006-06-05,1265.29,-0.017800
2006-06-06,1263.85,-0.001138
2006-06-07,1256.15,-0.006092
2006-06-08,1257.93,0.001417
2006-06-09,1252.30,-0.004476
2006-06-12,1236.40,-0.012697
2006-06-13,1223.69,-0.010280
2006-06-14,1230.04,0.005189
2006-06-15,1256.16,0.021235
2006-06-16,1251.54,-0.003678
2006-06-19,1240.14,-0.009109
2006-06-20,1240.12,-0.000016
2006-06-21,1252.20,0.009741
2006-06-22,1245.60,-0.005271
2006-06-23,1244.50,-0.000883
2006-06-26,1250.56,0.004869
2006-06-27,1239.20,-0.009084
2006-06-28,1246.00,0.005487
2006-06-29,1272.87,0.021565
2006-06-30,1270.20,-0.002098
2006-07-03,1280.19,0.007865
2006-07-05,1270.91,-0.007249
2006-07-06,1274.08,0.002494
2006-07-07,1265.48,-0.006750
2006-07-10,1267.34,0.001470
2006-07-11,1272.52,0.004087
2006-07-12,1258.60,-0.010939
2006-07-13,1242.29,-0.012959
2006-07-14,1236.20,-0.004902
2006-07-17,1234.49,-0.001383
2006-07-18,1236.86,0.001920
2006-07-19,1259.81,0.018555
2006-07-20,1249.13,-0.008477
2006-07-21,1240.29,-0.007077
2006-07-24,1260.91,0.016625
2006-07-25,1268.88,0.006321
2006-07-26,1268.40,-0.000378
2006-07-27,1263.20,-0.004100
2006-07-28,1278.55,0.012152
2006-07-31,1276.66,-0.001478
2006-08-01,1270.92,-0.004496
2006-08-02,1278.55,0.006004
2006-08-03,1280.27,0.001345
2006-08-04,1279.36,-0.000711
2006-08-07,1275.77,-0.002806
2006-08-08,1271.48,-0.003363
2006-08-09,1265.95,-0.004349
2006-08-10,1271.81,0.004629
2006-08-11,1266.74,-0.003986
2006-08-14,1268.21,0.001160
2006-08-15,1285.58,0.013696
2006-08-16,1295.43,0.007662
2006-08-17,1297.48,0.001582
2006-08-18,1302.30,0.003715
2006-08-21,1297.52,-0.003670
2006-08-22,1298.82,0.001002
2006-08-23,1292.99,-0.004489
2006-08-24,1296.06,0.002374
2006-08-25,1295.09,-0.000748
2006-08-28,1301.78,0.005166
2006-08-29,1304.28,0.001920
2006-08-30,1304.27,-0.000008
2006-08-31,1303.82,-0.000345
2006-09-01,1311.01,0.005515
2006-09-05,1313.25,0.001709
2006-09-06,1300.26,-0.009891
2006-09-07,1294.02,-0.004799
2006-09-08,1298.92,0.003787
2006-09-11,1299.54,0.000477
2006-09-12,1313.11,0.010442
2006-09-13,1318.07,0.003777
2006-09-14,1316.28,-0.001358
2006-09-15,1319.87,0.002727
2006-09-18,1321.18,0.000993
2006-09-19,1318.31,-0.002172
2006-09-20,1325.18,0.005211
2006-09-21,1318.03,-0.005395
2006-09-22,1314.78,-0.002466
2006-09-25,1326.37,0.008815
2006-09-26,1336.34,0.007517
2006-09-27,1336.59,0.000187
2006-09-28,1339.15,0.001915
2006-09-29,1335.85,-0.002464
2006-10-02,1331.32,-0.003391
2006-10-03,1334.11,0.002096
2006-10-04,1350.22,0.012075
2006-10-05,1353.22,0.002222
2006-10-06,1349.58,-0.002690
2006-10-09,1350.66,0.000800
2006-10-10,1353.42,0.002043
2006-10-11,1349.95,-0.002564
2006-10-12,1362.83,0.009541
2006-10-13,1365.62,0.002047
2006-10-16,1369.05,0.002512
2006-10-17,1364.05,-0.003652
2006-10-18,1365.96,0.001400
2006-10-19,1366.96,0.000732
2006-10-20,1368.60,0.001200
2006-10-23,1377.02,0.006152
2006-10-24,1377.38,0.000261
2006-10-25,1382.22,0.003514
2006-10-26,1389.08,0.004963
2006-10-27,1377.34,-0.008452
2006-10-30,1377.93,0.000428
2006-10-31,1377.94,0.000007
2006-11-01,1367.81,-0.007352
2006-11-02,1367.34,-0.000344
2006-11-03,1364.30,-0.002223
2006-11-06,1379.78,0.011346
2006-11-07,1382.84,0.002218
2006-11-08,1385.72,0.002083
2006-11-09,1378.33,-0.005333
2006-11-10,1380.90,0.001865
2006-11-13,1384.42,0.002549
2006-11-14,1393.22,0.006356
2006-11-15,1396.57,0.002405
2006-11-16,1399.76,0.002284
2006-11-17,1401.20,0.001029
2006-11-20,1400.50,-0.000500
2006-11-21,1402.81,0.001649
2006-11-22,1406.09,0.002338
2006-11-24,1400.95,-0.003656
2006-11-27,1381.90,-0.013598
2006-11-28,1386.72,0.003488
2006-11-29,1399.48,0.009202
2006-11-30,1400.63,0.000822
2006-12-01,1396.71,-0.002799
2006-12-04,1409.12,0.008885
2006-12-05,1414.76,0.004002
2006-12-06,1412.90,-0.001315
2006-12-07,1407.29,-0.003971
2006-12-08,1409.84,0.001812
2006-12-11,1413.04,0.002270
2006-12-12,1411.56,-0.001047
2006-12-13,1413.21,0.001169
2006-12-14,1425.49,0.008689
2006-12-15,1427.09,0.001122
2006-12-18,1422.48,-0.003230
2006-12-19,1425.55,0.002158
2006-12-20,1423.53,-0.001417
2006-12-21,1418.30,-0.003674
2006-12-22,1410.76,-0.005316
2006-12-26,1416.90,0.004352
2006-12-27,1426.84,0.007015
2006-12-28,1424.73,-0.001479
2006-12-29,1418.30,-0.004513
2007-01-03,1416.60,-0.001199
2007-01-04,1418.34,0.001228
2007-01-05,1409.71,-0.006085
2007-01-08,1412.84,0.002220
2007-01-09,1412.11,-0.000517
2007-01-10,1414.85,0.001940
2007-01-11,1423.82,0.006340
2007-01-12,1430.73,0.004853
2007-01-16,1431.90,0.000818
2007-01-17,1430.62,-0.000894
2007-01-18,1426.37,-0.002971
2007-01-19,1430.50,0.002895
2007-01-22,1422.95,-0.005278
2007-01-23,1427.99,0.003542
2007-01-24,1440.13,0.008501
2007-01-25,1423.90,-0.011270
2007-01-26,1422.18,-0.001208
2007-01-29,1420.62,-0.001097
2007-01-30,1428.82,0.005772
2007-01-31,1438.24,0.006593
2007-02-01,1445.94,0.005354
2007-02-02,1448.39,0.001694
2007-02-05,1446.99,-0.000967
2007-02-06,1448.00,0.000698
2007-02-07,1450.02,0.001395
2007-02-08,1448.31,-0.001179
2007-02-09,1438.06,-0.007077
2007-02-12,1433.37,-0.003261
2007-02-13,1444.26,0.007597
2007-02-14,1455.30,0.007644
2007-02-15,1456.81,0.001038
2007-02-16,1455.54,-0.000872
2007-02-20,1459.68,0.002844
2007-02-21,1457.63,-0.001404
2007-02-22,1456.38,-0.000858
2007-02-23,1451.19,-0.003564
2007-02-26,1449.37,-0.001254
2007-02-27,1399.04,-0.034725
2007-02-28,1406.82,0.005561
2007-03-01,1403.17,-0.002595
2007-03-02,1387.17,-0.011403
2007-03-05,1374.12,-0.009408
2007-03-06,1395.41,0.015494
2007-03-07,1391.97,-0.002465
2007-03-08,1401.89,0.007127
2007-03-09,1402.85,0.000685
2007-03-12,1406.60,0.002673
2007-03-13,1377.95,-0.020368
2007-03-14,1387.17,0.006691
2007-03-15,1392.28,0.003684
2007-03-16,1386.95,-0.003828
2007-03-19,1402.06,0.010894
2007-03-20,1410.94,0.006334
2007-03-21,1435.04,0.017081
2007-03-22,1434.54,-0.000348
2007-03-23,1436.11,0.001094
2007-03-26,1437.50,0.000968
2007-03-27,1428.61,-0.006184
2007-03-28,1417.23,-0.007966
2007-03-29,1422.53,0.003740
2007-03-30,1420.86,-0.001174
2007-04-02,1424.55,0.002597
2007-04-03,1437.77,0.009280
2007-04-04,1439.37,0.001113
2007-04-05,1443.76,0.003050
2007-04-09,1444.61,0.000589
2007-04-10,1448.39,0.002617
2007-04-11,1438.87,-0.006573
2007-04-12,1447.80,0.006206
2007-04-13,1452.85,0.003488
2007-04-16,1468.47,0.010751
2007-04-17,1471.48,0.002050
2007-04-18,1472.50,0.000693
2007-04-19,1470.73,-0.001202
2007-04-20,1484.35,0.009261
2007-04-23,1480.93,-0.002304
2007-04-24,1480.41,-0.000351
2007-04-25,1495.42,0.010139
2007-04-26,1494.25,-0.000782
2007-04-27,1494.07,-0.000120
2007-04-30,1482.37,-0.007831
2007-05-01,1486.30,0.002651
2007-05-02,1495.92,0.006472
2007-05-03,1502.39,0.004325
2007-05-04,1505.62,0.002150
2007-05-07,1509.48,0.002564
2007-05-08,1507.72,-0.001166
2007-05-09,1512.58,0.003223
2007-05-10,1491.47,-0.013956
2007-05-11,1505.85,0.009641
2007-05-14,1503.15,-0.001793
2007-05-15,1501.19,-0.001304
2007-05-16,1514.14,0.008626
2007-05-17,1512.75,-0.000918
2007-05-18,1522.75,0.006610
2007-05-21,1525.10,0.001543
2007-05-22,1524.12,-0.000643
2007-05-23,1522.28,-0.001207
2007-05-24,1507.51,-0.009703
2007-05-25,1515.73,0.005453
2007-05-29,1518.11,0.001570
2007-05-30,1530.23,0.007984
2007-05-31,1530.62,0.000255
2007-06-01,1536.34,0.003737
2007-06-04,1539.18,0.001849
2007-06-05,1530.95,-0.005347
2007-06-06,1517.38,-0.008864
2007-06-07,1490.72,-0.017570
2007-06-08,1507.67,0.011370
2007-06-11,1509.12,0.000962
2007-06-12,1493.00,-0.010682
2007-06-13,1515.67,0.015184
2007-06-14,1522.97,0.004816
2007-06-15,1532.91,0.006527
2007-06-18,1531.05,-0.001213
2007-06-19,1533.70,0.001731
2007-06-20,1512.84,-0.013601
2007-06-21,1522.19,0.006180
2007-06-22,1502.56,-0.012896
2007-06-25,1497.74,-0.003208
2007-06-26,1492.89,-0.003238
2007-06-27,1506.34,0.009009
2007-06-28,1505.71,-0.000418
2007-06-29,1503.35,-0.001567
2007-07-02,1519.43,0.010696
2007-07-03,1524.87,0.003580
2007-07-05,1525.40,0.000348
2007-07-06,1530.44,0.003304
2007-07-09,1531.85,0.000921
2007-07-10,1510.12,-0.014185
2007-07-11,1518.76,0.005721
2007-07-12,1547.70,0.019055
2007-07-13,1552.50,0.003101
2007-07-16,1549.52,-0.001919
2007-07-17,1549.37,-0.000097
2007-07-18,1546.17,-0.002065
2007-07-19,1553.08,0.004469
2007-07-20,1534.10,-0.012221
2007-07-23,1541.57,0.004869
2007-07-24,1511.04,-0.019804
2007-07-25,1518.09,0.004666
2007-07-26,1482.66,-0.023339
2007-07-27,1458.95,-0.015992
2007-07-30,1473.91,0.010254
2007-07-31,1455.27,-0.012647
2007-08-01,1465.81,0.007243
2007-08-02,1472.20,0.004359
2007-08-03,1433.06,-0.026586
2007-08-06,1467.67,0.024151
2007-08-07,1476.71,0.006159
2007-08-08,1497.49,0.014072
2007-08-09,1453.09,-0.029650
2007-08-10,1453.64,0.000379
2007-08-13,1452.92,-0.000495
2007-08-14,1426.54,-0.018157
2007-08-15,1406.70,-0.013908
2007-08-16,1411.27,0.003249
2007-08-17,1445.94,0.024567
2007-08-20,1445.55,-0.000270
2007-08-21,1447.12,0.001086
2007-08-22,1464.07,0.011713
2007-08-23,1462.50,-0.001072
2007-08-24,1479.37,0.011535
2007-08-27,1466.79,-0.008504
2007-08-28,1432.36,-0.023473
2007-08-29,1463.76,0.021922
2007-08-30,1457.64,-0.004181
2007-08-31,1473.99,0.011217
2007-09-04,1489.42,0.010468
2007-09-05,1472.29,-0.011501
2007-09-06,1478.55,0.004252
2007-09-07,1453.55,-0.016908
2007-09-10,1451.70,-0.001273
2007-09-11,1471.49,0.013632
2007-09-12,1471.56,0.000048
2007-09-13,1483.95,0.008420
2007-09-14,1484.25,0.000202
2007-09-17,1476.65,-0.005120
2007-09-18,1519.78,0.029208
2007-09-19,1529.03,0.006086
2007-09-20,1518.75,-0.006723
2007-09-21,1525.75,0.004609
2007-09-24,1517.73,-0.005256
2007-09-25,1517.21,-0.000343
2007-09-26,1525.42,0.005411
2007-09-27,1531.38,0.003907
2007-09-28,1526.75,-0.003023
2007-10-01,1547.04,0.013290
2007-10-02,1546.63,-0.000265
2007-10-03,1539.59,-0.004552
2007-10-04,1542.84,0.002111
2007-10-05,1557.59,0.009560
2007-10-08,1552.58,-0.003217
2007-10-09,1565.15,0.008096
2007-10-10,1562.47,-0.001712
2007-10-11,1554.41,-0.005158
2007-10-12,1561.80,0.004754
2007-10-15,1548.71,-0.008381
2007-10-16,1538.53,-0.006573
2007-10-17,1541.24,0.001761
2007-10-18,1540.08,-0.000753
2007-10-19,1500.63,-0.025616
2007-10-22,1506.33,0.003798
2007-10-23,1519.59,0.008803
2007-10-24,1515.88,-0.002441
2007-10-25,1514.40,-0.000976
2007-10-26,1535.28,0.013788
2007-10-29,1540.98,0.003713
2007-10-30,1531.02,-0.006463
2007-10-31,1549.38,0.011992
2007-11-01,1508.44,-0.026423
2007-11-02,1509.65,0.000802
2007-11-05,1502.17,-0.004955
2007-11-06,1520.27,0.012049
2007-11-07,1475.62,-0.029370
2007-11-08,1474.77,-0.000576
2007-11-09,1453.70,-0.014287
2007-11-12,1439.18,-0.009988
2007-11-13,1481.05,0.029093
2007-11-14,1470.58,-0.007069
2007-11-15,1451.15,-0.013212
2007-11-16,1458.74,0.005230
2007-11-19,1433.27,-0.017460
2007-11-20,1439.70,0.004486
2007-11-21,1416.77,-0.015927
2007-11-23,1440.70,0.016891
2007-11-26,1407.22,-0.023239
2007-11-27,1428.23,0.014930
2007-11-28,1469.02,0.028560
2007-11-29,1469.72,0.000477
2007-11-30,1481.14,0.007770
2007-12-03,1472.42,-0.005887
2007-12-04,1462.79,-0.006540
2007-12-05,1485.01,0.015190
2007-12-06,1507.34,0.015037
2007-12-07,1504.66,-0.001778
2007-12-10,1515.96,0.007510
2007-12-11,1477.65,-0.025271
2007-12-12,1486.59,0.006050
2007-12-13,1488.41,0.001224
2007-12-14,1467.95,-0.013746
2007-12-17,1445.90,-0.015021
2007-12-18,1454.98,0.006280
2007-12-19,1453.00,-0.001361
2007-12-20,1460.12,0.004900
2007-12-21,1484.46,0.016670
2007-12-24,1496.45,0.008077
2007-12-26,1497.66,0.000809
2007-12-27,1476.37,-0.014216
2007-12-28,1478.49,0.001436
2007-12-31,1468.36,-0.006852
2008-01-02,1447.16,-0.014438
2008-01-03,1447.16,0.000000
2008-01-04,1411.63,-0.024552
2008-01-07,1416.18,0.003223
2008-01-08,1390.19,-0.018352
2008-01-09,1409.13,0.013624
2008-01-10,1420.33,0.007948
2008-01-11,1401.02,-0.013595
2008-01-14,1416.25,0.010871
2008-01-15,1380.95,-0.024925
2008-01-16,1373.20,-0.005612
2008-01-17,1333.25,-0.029093
2008-01-18,1325.19,-0.006045
2008-01-22,1310.50,-0.011085
2008-01-23,1338.60,0.021442
2008-01-24,1352.07,0.010063
2008-01-25,1330.61,-0.015872
2008-01-28,1353.97,0.017556
2008-01-29,1362.30,0.006152
2008-01-30,1355.81,-0.004764
2008-01-31,1378.55,0.016772
2008-02-01,1395.42,0.012238
2008-02-04,1380.82,-0.010463
2008-02-05,1336.64,-0.031995
2008-02-06,1326.45,-0.007624
2008-02-07,1336.91,0.007886
2008-02-08,1331.29,-0.004204
2008-02-11,1339.13,0.005889
2008-02-12,1348.86,0.007266
2008-02-13,1367.21,0.013604
2008-02-14,1348.86,-0.013421
2008-02-15,1349.99,0.000838
2008-02-19,1348.78,-0.000896
2008-02-20,1360.03,0.008341
2008-02-21,1342.53,-0.012867
2008-02-22,1353.11,0.007881
2008-02-25,1371.80,0.013813
2008-02-26,1381.29,0.006918
2008-02-27,1380.02,-0.000919
2008-02-28,1367.68,-0.008942
2008-02-29,1330.63,-0.027090
2008-03-03,1331.34,0.000534
2008-03-04,1326.75,-0.003448
2008-03-05,1333.70,0.005238
2008-03-06,1304.34,-0.022014
2008-03-07,1293.37,-0.008410
2008-03-10,1273.37,-0.015463
2008-03-11,1320.65,0.037130
2008-03-12,1308.77,-0.008996
2008-03-13,1315.48,0.005127
2008-03-14,1288.14,-0.020783
2008-03-17,1276.60,-0.008959
2008-03-18,1330.74,0.042410
2008-03-19,1298.42,-0.024287
2008-03-20,1329.51,0.023944
2008-03-24,1349.88,0.015321
2008-03-25,1352.99,0.002304
2008-03-26,1341.13,-0.008766
2008-03-27,1325.76,-0.011460
2008-03-28,1315.22,-0.007950
2008-03-31,1322.70,0.005687
2008-04-01,1370.18,0.035896
2008-04-02,1367.53,-0.001934
2008-04-03,1369.31,0.001302
2008-04-04,1370.40,0.000796
2008-04-07,1372.54,0.001562
2008-04-08,1365.54,-0.005100
2008-04-09,1354.49,-0.008092
2008-04-10,1360.55,0.004474
2008-04-11,1332.83,-0.020374
2008-04-14,1328.32,-0.003384
2008-04-15,1334.43,0.004600
2008-04-16,1364.71,0.022691
2008-04-17,1365.56,0.000623
2008-04-18,1390.33,0.018139
2008-04-21,1388.17,-0.001554
2008-04-22,1375.94,-0.008810
2008-04-23,1379.93,0.002900
2008-04-24,1388.82,0.006442
2008-04-25,1397.84,0.006495
2008-04-28,1396.37,-0.001052
2008-04-29,1390.94,-0.003889
2008-04-30,1385.59,-0.003846
2008-05-01,1409.34,0.017141
2008-05-02,1413.90,0.003236
2008-05-05,1407.49,-0.004534
2008-05-06,1418.26,0.007652
2008-05-07,1392.57,-0.018114
2008-05-08,1397.68,0.003669
2008-05-09,1388.28,-0.006725
2008-05-12,1403.58,0.011021
2008-05-13,1403.04,-0.000385
2008-05-14,1408.66,0.004006
2008-05-15,1423.57,0.010585
2008-05-16,1425.35,0.001250
2008-05-19,1426.63,0.000898
2008-05-20,1413.40,-0.009274
2008-05-21,1390.71,-0.016053
2008-05-22,1394.35,0.002617
2008-05-23,1375.93,-0.013210
2008-05-27,1385.35,0.006846
2008-05-28,1390.84,0.003963
2008-05-29,1398.26,0.005335
2008-05-30,1400.38,0.001516
2008-06-02,1385.67,-0.010504
2008-06-03,1377.65,-0.005788
2008-06-04,1377.20,-0.000327
2008-06-05,1404.05,0.019496
2008-06-06,1360.68,-0.030889
2008-06-09,1361.76,0.000794
2008-06-10,1358.44,-0.002438
2008-06-11,1335.49,-0.016894
2008-06-12,1339.87,0.003280
2008-06-13,1360.03,0.015046
2008-06-16,1360.14,0.000081
2008-06-17,1350.93,-0.006771
2008-06-18,1337.81,-0.009712
2008-06-19,1342.83,0.003752
2008-06-20,1317.93,-0.018543
2008-06-23,1318.00,0.000053
2008-06-24,1314.29,-0.002815
2008-06-25,1321.97,0.005843
2008-06-26,1283.15,-0.029365
2008-06-27,1278.38,-0.003717
2008-06-30,1280.00,0.001267
2008-07-01,1284.91,0.003836
2008-07-02,1261.52,-0.018204
2008-07-03,1262.90,0.001094
2008-07-07,1252.31,-0.008385
2008-07-08,1273.70,0.017080
2008-07-09,1244.69,-0.022776
2008-07-10,1253.39,0.006990
2008-07-11,1239.49,-0.011090
2008-07-14,1228.30,-0.009028
2008-07-15,1214.91,-0.010901
2008-07-16,1245.36,0.025064
2008-07-17,1260.32,0.012013
2008-07-18,1260.68,0.000286
2008-07-21,1260.00,-0.000539
2008-07-22,1277.00,0.013492
2008-07-23,1282.19,0.004064
2008-07-24,1252.54,-0.023125
2008-07-25,1257.76,0.004168
2008-07-28,1234.37,-0.018597
2008-07-29,1263.20,0.023356
2008-07-30,1284.26,0.016672
2008-07-31,1267.38,-0.013144
2008-08-01,1260.31,-0.005578
2008-08-04,1249.01,-0.008966
2008-08-05,1284.88,0.028719
2008-08-06,1289.19,0.003354
2008-08-07,1266.07,-0.017934
2008-08-08,1296.32,0.023893
2008-08-11,1305.32,0.006943
2008-08-12,1289.59,-0.012051
2008-08-13,1285.83,-0.002916
2008-08-14,1292.93,0.005522
2008-08-15,1298.20,0.004076
2008-08-18,1278.60,-0.015098
2008-08-19,1266.69,-0.009315
2008-08-20,1274.54,0.006197
2008-08-21,1277.72,0.002495
2008-08-22,1292.20,0.011333
2008-08-25,1266.84,-0.019625
2008-08-26,1271.51,0.003686
2008-08-27,1281.66,0.007983
2008-08-28,1300.68,0.014840
2008-08-29,1282.83,-0.013724
2008-09-02,1277.58,-0.004093
2008-09-03,1274.98,-0.002035
2008-09-04,1236.83,-0.029922
2008-09-05,1242.31,0.004431
2008-09-08,1267.79,0.020510
2008-09-09,1224.51,-0.034138
2008-09-10,1232.04,0.006149
2008-09-11,1249.05,0.013806
2008-09-12,1251.70,0.002122
2008-09-15,1192.70,-0.047136
2008-09-16,1213.59,0.017515
2008-09-17,1156.39,-0.047133
2008-09-18,1206.51,0.043342
2008-09-19,1255.08,0.040257
2008-09-22,1207.09,-0.038237
2008-09-23,1188.22,-0.015633
2008-09-24,1185.87,-0.001978
2008-09-25,1209.18,0.019656
2008-09-26,1213.01,0.003167
2008-09-29,1106.39,-0.087897
2008-09-30,1166.36,0.054203
2008-10-01,1161.06,-0.004544
2008-10-02,1114.28,-0.040291
2008-10-03,1099.23,-0.013506
2008-10-06,1056.89,-0.038518
2008-10-07,996.23,-0.057395
2008-10-08,984.94,-0.011333
2008-10-09,909.92,-0.076167
2008-10-10,899.22,-0.011759
2008-10-13,1003.35,0.115800
2008-10-14,998.01,-0.005322
2008-10-15,907.84,-0.090350
2008-10-16,946.43,0.042507
2008-10-17,940.55,-0.006213
2008-10-20,985.40,0.047685
2008-10-21,955.05,-0.030800
2008-10-22,896.78,-0.061013
2008-10-23,908.11,0.012634
2008-10-24,876.77,-0.034511
2008-10-27,848.92,-0.031764
2008-10-28,940.51,0.107890
2008-10-29,930.09,-0.011079
2008-10-30,954.09,0.025804
2008-10-31,968.75,0.015365
2008-11-03,966.30,-0.002529
2008-11-04,1005.75,0.040826
2008-11-05,952.77,-0.052677
2008-11-06,904.88,-0.050264
2008-11-07,930.99,0.028855
2008-11-10,919.21,-0.012653
2008-11-11,898.95,-0.022041
2008-11-12,852.30,-0.051894
2008-11-13,911.29,0.069213
2008-11-14,873.29,-0.041699
2008-11-17,850.75,-0.025810
2008-11-18,859.12,0.009838
2008-11-19,806.58,-0.061156
2008-11-20,752.44,-0.067123
2008-11-21,800.03,0.063248
2008-11-24,851.81,0.064723
2008-11-25,857.39,0.006551
2008-11-26,887.68,0.035328
2008-11-28,896.24,0.009643
2008-12-01,816.21,-0.089295
2008-12-02,848.81,0.039941
2008-12-03,870.74,0.025836
2008-12-04,845.22,-0.029308
2008-12-05,876.07,0.036499
2008-12-08,909.70,0.038387
2008-12-09,888.67,-0.023118
2008-12-10,899.24,0.011894
2008-12-11,873.59,-0.028524
2008-12-12,879.73,0.007028
2008-12-15,868.57,-0.012686
2008-12-16,913.18,0.051360
2008-12-17,904.42,-0.009593
2008-12-18,885.28,-0.021163
2008-12-19,887.88,0.002937
2008-12-22,871.63,-0.018302
2008-12-23,863.16,-0.009717
2008-12-24,868.15,0.005781
2008-12-26,872.80,0.005356
2008-12-29,869.42,-0.003873
2008-12-30,890.64,0.024407
2008-12-31,903.25,0.014158
2009-01-02,931.80,0.031608
2009-01-05,927.45,-0.004668
2009-01-06,934.70,0.007817
2009-01-07,906.65,-0.030010
2009-01-08,909.73,0.003397
2009-01-09,890.35,-0.021303
2009-01-12,870.26,-0.022564
2009-01-13,871.79,0.001758
2009-01-14,842.62,-0.033460
2009-01-15,843.74,0.001329
2009-01-16,850.12,0.007562
2009-01-20,805.22,-0.052816
2009-01-21,840.24,0.043491
2009-01-22,827.50,-0.015162
